id,name,cx,cy,w,h,class_id,anchor_id
69,VOC2012/Annotations/2008_000142.xml,0.603,0.6126126126126126,0.77,0.7747747747747747,12,2
69,VOC2012/Annotations/2008_000142.xml,0.198,0.521021021021021,0.024,0.08708708708708708,14,3
69,VOC2012/Annotations/2008_000142.xml,0.165,0.6501501501501501,0.186,0.6996996996996997,14,0
70,VOC2012/Annotations/2008_000143.xml,0.787,0.34186746987951805,0.094,0.05120481927710843,6,3
70,VOC2012/Annotations/2008_000143.xml,0.892,0.43373493975903615,0.216,0.19879518072289157,6,4
70,VOC2012/Annotations/2008_000143.xml,0.365,0.4954819277108434,0.214,0.5090361445783133,13,0
70,VOC2012/Annotations/2008_000143.xml,0.314,0.35993975903614456,0.22,0.5692771084337349,14,0
71,VOC2012/Annotations/2008_000144.xml,0.506,0.6024096385542169,0.424,0.5240963855421686,13,1
71,VOC2012/Annotations/2008_000144.xml,0.472,0.44728915662650603,0.204,0.5572289156626506,14,0
72,VOC2012/Annotations/2008_000145.xml,0.54,0.445,0.716,0.595,19,2
72,VOC2012/Annotations/2008_000145.xml,0.448,0.78,0.092,0.315,4,4
73,VOC2012/Annotations/2008_000148.xml,0.058,0.512,0.112,0.20266666666666666,3,4
74,VOC2012/Annotations/2008_000149.xml,0.533,0.5378151260504201,0.562,0.33613445378151263,17,1
74,VOC2012/Annotations/2008_000149.xml,0.116,0.5364145658263305,0.228,0.4117647058823529,8,0
75,VOC2012/Annotations/2008_000151.xml,0.519,0.648,0.062,0.096,0,3
76,VOC2012/Annotations/2008_000154.xml,0.15,0.7386706948640483,0.144,0.30513595166163143,4,4
77,VOC2012/Annotations/2008_000162.xml,0.5475708502024291,0.52,0.9048582995951417,0.96,11,2
78,VOC2012/Annotations/2008_000163.xml,0.501,0.5570570570570571,0.998,0.8858858858858859,6,2
79,VOC2012/Annotations/2008_000174.xml,0.938,0.8173333333333334,0.124,0.22133333333333333,6,4
79,VOC2012/Annotations/2008_000174.xml,0.426,0.7546666666666667,0.132,0.064,6,3
79,VOC2012/Annotations/2008_000174.xml,0.25,0.7426666666666667,0.148,0.08266666666666667,6,3
79,VOC2012/Annotations/2008_000174.xml,0.186,0.7666666666666667,0.12,0.09866666666666667,6,3
79,VOC2012/Annotations/2008_000174.xml,0.069,0.7533333333333333,0.134,0.14133333333333334,6,4
79,VOC2012/Annotations/2008_000174.xml,0.041,0.788,0.078,0.10933333333333334,6,3
80,VOC2012/Annotations/2008_000176.xml,0.505,0.608,0.99,0.6293333333333333,6,2
80,VOC2012/Annotations/2008_000176.xml,0.502,0.6346666666666667,0.204,0.592,14,0
81,VOC2012/Annotations/2008_000177.xml,0.449671772428884,0.536,0.8949671772428884,0.928,12,2
82,VOC2012/Annotations/2008_000181.xml,0.4825102880658436,0.5704022988505747,0.7757201646090535,0.7040229885057471,7,2
83,VOC2012/Annotations/2008_000182.xml,0.6934306569343066,0.755,0.24817518248175183,0.206,7,4
84,VOC2012/Annotations/2008_000183.xml,0.5174418604651163,0.545,0.8410852713178295,0.91,11,2
85,VOC2012/Annotations/2008_000185.xml,0.624,0.47297297297297297,0.612,0.6876876876876877,6,2
86,VOC2012/Annotations/2008_000187.xml,0.603,0.48348348348348347,0.566,0.25225225225225223,6,1
87,VOC2012/Annotations/2008_000188.xml,0.44,0.5786666666666667,0.7,0.8426666666666667,15,2
88,VOC2012/Annotations/2008_000189.xml,0.442,0.5255255255255256,0.672,0.7207207207207207,6,2
89,VOC2012/Annotations/2008_000190.xml,0.252,0.4066666666666667,0.5,0.07733333333333334,18,1
90,VOC2012/Annotations/2008_000191.xml,0.162,0.5333333333333333,0.052,0.08,14,3
90,VOC2012/Annotations/2008_000191.xml,0.078,0.5733333333333334,0.064,0.18666666666666668,14,3
90,VOC2012/Annotations/2008_000191.xml,0.208,0.5986666666666667,0.188,0.16266666666666665,1,4
91,VOC2012/Annotations/2008_000192.xml,0.69,0.43786127167630057,0.384,0.546242774566474,2,0
92,VOC2012/Annotations/2008_000193.xml,0.426,0.496996996996997,0.44,0.23123123123123124,6,1
93,VOC2012/Annotations/2008_000194.xml,0.502,0.6133333333333333,0.236,0.25066666666666665,1,4
93,VOC2012/Annotations/2008_000194.xml,0.498,0.464,0.092,0.3626666666666667,14,4
94,VOC2012/Annotations/2008_000195.xml,0.568,0.6606606606606606,0.12,0.45645645645645644,14,0
94,VOC2012/Annotations/2008_000195.xml,0.752,0.5990990990990991,0.268,0.6036036036036037,14,0
94,VOC2012/Annotations/2008_000195.xml,0.118,0.7177177177177178,0.172,0.3963963963963964,14,4
94,VOC2012/Annotations/2008_000195.xml,0.575,0.7327327327327328,0.206,0.22822822822822822,3,4
94,VOC2012/Annotations/2008_000195.xml,0.298,0.8063063063063063,0.204,0.2012012012012012,3,4
95,VOC2012/Annotations/2008_000196.xml,0.848,0.42133333333333334,0.304,0.8053333333333333,1,0
95,VOC2012/Annotations/2008_000196.xml,0.84,0.548,0.32,0.536,15,0
95,VOC2012/Annotations/2008_000196.xml,0.207,0.4146666666666667,0.41,0.824,1,2
95,VOC2012/Annotations/2008_000196.xml,0.471,0.612,0.17,0.3973333333333333,7,4
96,VOC2012/Annotations/2008_000197.xml,0.325,0.506006006006006,0.27,0.2072072072072072,0,4
97,VOC2012/Annotations/2008_000199.xml,0.912,0.5506666666666666,0.176,0.7866666666666666,14,0
97,VOC2012/Annotations/2008_000199.xml,0.615,0.364,0.314,0.27466666666666667,6,1
98,VOC2012/Annotations/2008_000202.xml,0.185,0.2972972972972973,0.13,0.24624624624624625,14,4
98,VOC2012/Annotations/2008_000202.xml,0.397,0.5570570570570571,0.214,0.8858858858858859,14,0
98,VOC2012/Annotations/2008_000202.xml,0.587,0.6486486486486487,0.194,0.3843843843843844,14,0
98,VOC2012/Annotations/2008_000202.xml,0.798,0.6696696696696697,0.248,0.4984984984984985,14,0
98,VOC2012/Annotations/2008_000202.xml,0.176,0.29429429429429427,0.284,0.35435435435435436,19,0
98,VOC2012/Annotations/2008_000202.xml,0.884,0.8708708708708709,0.048,0.1921921921921922,4,3
98,VOC2012/Annotations/2008_000202.xml,0.108,0.6411411411411412,0.16,0.2672672672672673,8,4
99,VOC2012/Annotations/2008_000203.xml,0.261,0.24,0.066,0.07,14,3
99,VOC2012/Annotations/2008_000203.xml,0.689,0.45625,0.126,0.3275,14,4
99,VOC2012/Annotations/2008_000203.xml,0.765,0.52125,0.114,0.2625,13,4
99,VOC2012/Annotations/2008_000203.xml,0.327,0.4575,0.33,0.375,6,1
100,VOC2012/Annotations/2008_000204.xml,0.4636963696369637,0.522883295194508,0.06930693069306931,0.10297482837528604,14,3
100,VOC2012/Annotations/2008_000204.xml,0.4884488448844885,0.5835240274599542,0.10561056105610561,0.17391304347826086,14,4
101,VOC2012/Annotations/2008_000207.xml,0.4865269461077844,0.488,0.5419161676646707,0.76,14,2
102,VOC2012/Annotations/2008_000213.xml,0.509,0.536036036036036,0.638,0.9279279279279279,14,2
103,VOC2012/Annotations/2008_000215.xml,0.163,0.696,0.322,0.608,14,0
103,VOC2012/Annotations/2008_000215.xml,0.468,0.6586666666666666,0.34,0.6826666666666666,14,0
103,VOC2012/Annotations/2008_000215.xml,0.816,0.688,0.368,0.624,14,0
104,VOC2012/Annotations/2008_000217.xml,0.323,0.552,0.39,0.896,14,2
104,VOC2012/Annotations/2008_000217.xml,0.661,0.572,0.37,0.856,14,2
105,VOC2012/Annotations/2008_000219.xml,0.314,0.5226666666666666,0.276,0.2613333333333333,12,4
105,VOC2012/Annotations/2008_000219.xml,0.846,0.5253333333333333,0.168,0.23466666666666666,12,4
106,VOC2012/Annotations/2008_000222.xml,0.501,0.5111111111111111,0.998,0.9777777777777777,14,2
106,VOC2012/Annotations/2008_000222.xml,0.529,0.625,0.942,0.75,7,2
107,VOC2012/Annotations/2008_000223.xml,0.547,0.6426332288401254,0.178,0.664576802507837,14,0
108,VOC2012/Annotations/2008_000226.xml,0.793,0.5306666666666666,0.042,0.17066666666666666,14,3
108,VOC2012/Annotations/2008_000226.xml,0.645,0.4706666666666667,0.05,0.17333333333333334,14,3
108,VOC2012/Annotations/2008_000226.xml,0.59,0.33066666666666666,0.044,0.14933333333333335,14,3
108,VOC2012/Annotations/2008_000226.xml,0.645,0.2613333333333333,0.046,0.058666666666666666,14,3
108,VOC2012/Annotations/2008_000226.xml,0.455,0.5,0.302,0.168,6,4
109,VOC2012/Annotations/2008_000227.xml,0.544,0.664,0.608,0.5173333333333333,7,2
109,VOC2012/Annotations/2008_000227.xml,0.578,0.16266666666666665,0.38,0.32,8,1
109,VOC2012/Annotations/2008_000227.xml,0.469,0.62,0.934,0.76,10,2
110,VOC2012/Annotations/2008_000233.xml,0.745119305856833,0.6237785016286646,0.4793926247288503,0.752442996742671,14,2
111,VOC2012/Annotations/2008_000234.xml,0.399,0.5933333333333334,0.474,0.8133333333333334,14,2
111,VOC2012/Annotations/2008_000234.xml,0.646,0.6693333333333333,0.452,0.6613333333333333,14,2
111,VOC2012/Annotations/2008_000234.xml,0.874,0.504,0.252,0.992,14,0
112,VOC2012/Annotations/2008_000235.xml,0.657,0.43066666666666664,0.17,0.33866666666666667,14,4
112,VOC2012/Annotations/2008_000235.xml,0.599,0.5986666666666667,0.754,0.2853333333333333,3,1
113,VOC2012/Annotations/2008_000236.xml,0.444,0.42533333333333334,0.64,0.728,14,2
114,VOC2012/Annotations/2008_000237.xml,0.033,0.412,0.062,0.09333333333333334,13,3
114,VOC2012/Annotations/2008_000237.xml,0.499,0.35333333333333333,0.278,0.15733333333333333,6,4
114,VOC2012/Annotations/2008_000237.xml,0.54,0.8906666666666667,0.072,0.21866666666666668,14,3
114,VOC2012/Annotations/2008_000237.xml,0.454,0.944,0.072,0.112,14,3
115,VOC2012/Annotations/2008_000238.xml,0.48,0.612,0.956,0.776,5,2
116,VOC2012/Annotations/2008_000239.xml,0.413,0.6516516516516516,0.346,0.5465465465465466,11,0
117,VOC2012/Annotations/2008_000243.xml,0.159,0.5014970059880239,0.314,0.9970059880239521,14,0
117,VOC2012/Annotations/2008_000243.xml,0.661,0.6721556886227545,0.458,0.655688622754491,14,2
118,VOC2012/Annotations/2008_000244.xml,0.512,0.5013333333333333,0.804,0.9973333333333333,19,2
119,VOC2012/Annotations/2008_000246.xml,0.313,0.528,0.614,0.944,14,2
119,VOC2012/Annotations/2008_000246.xml,0.852,0.312,0.296,0.6186666666666667,8,0
120,VOC2012/Annotations/2008_000251.xml,0.434,0.3854166666666667,0.772,0.6875,0,2
120,VOC2012/Annotations/2008_000251.xml,0.713,0.3333333333333333,0.574,0.35119047619047616,0,1
120,VOC2012/Annotations/2008_000251.xml,0.308,0.3854166666666667,0.264,0.21726190476190477,0,4
120,VOC2012/Annotations/2008_000251.xml,0.095,0.8244047619047619,0.186,0.19642857142857142,6,4
121,VOC2012/Annotations/2008_000252.xml,0.523,0.5773333333333334,0.31,0.8453333333333334,14,0
121,VOC2012/Annotations/2008_000252.xml,0.914,0.38666666666666666,0.056,0.192,14,3
121,VOC2012/Annotations/2008_000252.xml,0.369,0.424,0.078,0.20266666666666666,14,3
121,VOC2012/Annotations/2008_000252.xml,0.048,0.4,0.092,0.10666666666666667,6,3
121,VOC2012/Annotations/2008_000252.xml,0.694,0.2786666666666667,0.612,0.4826666666666667,5,2
122,VOC2012/Annotations/2008_000253.xml,0.8505917159763313,0.731,0.19230769230769232,0.07,6,4
123,VOC2012/Annotations/2008_000254.xml,0.23076923076923078,0.645,0.05325443786982249,0.134,14,3
123,VOC2012/Annotations/2008_000254.xml,0.2618343195266272,0.648,0.04437869822485207,0.092,14,3
123,VOC2012/Annotations/2008_000254.xml,0.3136094674556213,0.647,0.07692307692307693,0.118,14,3
123,VOC2012/Annotations/2008_000254.xml,0.4511834319526627,0.647,0.04437869822485207,0.11,14,3
123,VOC2012/Annotations/2008_000254.xml,0.5177514792899408,0.656,0.0650887573964497,0.092,14,3
123,VOC2012/Annotations/2008_000254.xml,0.584319526627219,0.646,0.04437869822485207,0.088,14,3
124,VOC2012/Annotations/2008_000255.xml,0.181,0.9097633136094675,0.038,0.1390532544378698,14,3
125,VOC2012/Annotations/2008_000257.xml,0.3997005988023952,0.662,0.0688622754491018,0.048,16,3
125,VOC2012/Annotations/2008_000257.xml,0.7934131736526946,0.676,0.0718562874251497,0.048,16,3
125,VOC2012/Annotations/2008_000257.xml,0.8862275449101796,0.681,0.0658682634730539,0.046,16,3
125,VOC2012/Annotations/2008_000257.xml,0.6032934131736527,0.672,0.08083832335329341,0.048,16,3
125,VOC2012/Annotations/2008_000257.xml,0.27395209580838326,0.662,0.11077844311377245,0.048,16,3
126,VOC2012/Annotations/2008_000259.xml,0.399,0.6426666666666667,0.154,0.5173333333333333,14,0
126,VOC2012/Annotations/2008_000259.xml,0.527,0.6426666666666667,0.118,0.5493333333333333,14,0
126,VOC2012/Annotations/2008_000259.xml,0.793,0.5653333333333334,0.11,0.352,14,4
